from,to,ft,factor
m³,MJ,nh3,0.041479800
m³,MJ;LHV,nh3,0.041479800
m³,MJ;HHV,nh3,0.041479800
m³,GWh,nh3,0.000000012
m³,GWh;LHV,nh3,0.000000012
m³,GWh;HHV,nh3,0.000000012
m³,m³;norm,nh3,1.000000000
m³,m³;standard,nh3,1.000000000
m³;norm,t,nh3,0.000771000
m³;norm,kg,nh3,0.771000000
m³;norm,kilometric_ton,nh3,0.000000771
m³;norm,GJ,nh3,0.000041480
m³;norm,GJ;LHV,nh3,0.000041480
m³;norm,GJ;HHV,nh3,0.000041480
m³;norm,MWh,nh3,0.000011522
m³;norm,MWh;LHV,nh3,0.000011522
m³;norm,MWh;HHV,nh3,0.000011522
m³;norm,kWh,nh3,0.011522167
m³;norm,kWh;LHV,nh3,0.011522167
m³;norm,kWh;HHV,nh3,0.011522167
m³;norm,MJ,nh3,0.041479800
m³;norm,MJ;LHV,nh3,0.041479800
m³;norm,MJ;HHV,nh3,0.041479800
m³;norm,GWh,nh3,0.000000012
m³;norm,GWh;LHV,nh3,0.000000012
m³;norm,GWh;HHV,nh3,0.000000012
m³;norm,m³,nh3,1.000000000
m³;norm,m³;standard,nh3,1.000000000
m³;standard,t,nh3,0.000771000
m³;standard,kg,nh3,0.771000000
m³;standard,kilometric_ton,nh3,0.000000771
m³;standard,GJ,nh3,0.000041480
m³;standard,GJ;LHV,nh3,0.000041480
m³;standard,GJ;HHV,nh3,0.000041480
m³;standard,MWh,nh3,0.000011522
m³;standard,MWh;LHV,nh3,0.000011522
m³;standard,MWh;HHV,nh3,0.000011522
m³;standard,kWh,nh3,0.011522167
m³;standard,kWh;LHV,nh3,0.011522167
m³;standard,kWh;HHV,nh3,0.011522167
m³;standard,MJ,nh3,0.041479800
m³;standard,MJ;LHV,nh3,0.041479800
m³;standard,MJ;HHV,nh3,0.041479800
m³;standard,GWh,nh3,0.000000012
m³;standard,GWh;LHV,nh3,0.000000012
m³;standard,GWh;HHV,nh3,0.000000012
m³;standard,m³,nh3,1.000000000
m³;standard,m³;norm,nh3,1.000000000
t,kg,ch4,1000.000000000
t,kilometric_ton,ch4,0.001000000
t,GJ,ch4,50.040000000
t,GJ;LHV,ch4,50.040000000
t,GJ;HHV,ch4,50.040000000
t,MWh,ch4,13.900000000
t,MWh;LHV,ch4,13.900000000
t,MWh;HHV,ch4,13.900000000
t,kWh,ch4,13900.000000000
t,kWh;LHV,ch4,13900.000000000
t,kWh;HHV,ch4,13900.000000000
t,MJ,ch4,50040.000000000
t,MJ;LHV,ch4,50040.000000000
t,MJ;HHV,ch4,50040.000000000
t,GWh,ch4,0.013900000
t,GWh;LHV,ch4,0.013900000
t,GWh;HHV,ch4,0.013900000
t,m³,ch4,1396.648044693
t,m³;norm,ch4,1396.648044693
t,m³;standard,ch4,1396.648044693
kg,t,ch4,0.001000000
kg,kilometric_ton,ch4,0.000001000
kg,GJ,ch4,0.050040000
kg,GJ;LHV,ch4,0.050040000
kg,GJ;HHV,ch4,0.050040000
kg,MWh,ch4,0.013900000
kg,MWh;LHV,ch4,0.013900000
kg,MWh;HHV,ch4,0.013900000
kg,kWh,ch4,13.900000000
kg,kWh;LHV,ch4,13.900000000
kg,kWh;HHV,ch4,13.900000000
kg,MJ,ch4,50.040000000
kg,MJ;LHV,ch4,50.040000000
kg,MJ;HHV,ch4,50.040000000
kg,GWh,ch4,0.000013900
kg,GWh;LHV,ch4,0.000013900
kg,GWh;HHV,ch4,0.000013900
kg,m³,ch4,1.396648045
kg,m³;norm,ch4,1.396648045
kg,m³;standard,ch4,1.396648045
kilometric_ton,t,ch4,1000.000000000
kilometric_ton,kg,ch4,1000000.000000000
kilometric_ton,GJ,ch4,50040.000000000
kilometric_ton,GJ;LHV,ch4,50040.000000000
kilometric_ton,GJ;HHV,ch4,50040.000000000
kilometric_ton,MWh,ch4,13900.000000000
kilometric_ton,MWh;LHV,ch4,13900.000000000
kilometric_ton,MWh;HHV,ch4,13900.000000000
kilometric_ton,kWh,ch4,13900000.000000000
kilometric_ton,kWh;LHV,ch4,13900000.000000000
kilometric_ton,kWh;HHV,ch4,13900000.000000000
kilometric_ton,MJ,ch4,50040000.000000000
kilometric_ton,MJ;LHV,ch4,50040000.000000000
kilometric_ton,MJ;HHV,ch4,50040000.000000000
kilometric_ton,GWh,ch4,13.900000000
kilometric_ton,GWh;LHV,ch4,13.900000000
kilometric_ton,GWh;HHV,ch4,13.900000000
kilometric_ton,m³,ch4,1396648.044692738
kilometric_ton,m³;norm,ch4,1396648.044692738
kilometric_ton,m³;standard,ch4,1396648.044692738
GJ,t,ch4,0.019984013
GJ,kg,ch4,19.984012790
GJ,kilometric_ton,ch4,0.000019984
GJ,GJ;LHV,ch4,1.000000000
GJ,GJ;HHV,ch4,1.000000000
GJ,MWh,ch4,0.277777778
GJ,MWh;LHV,ch4,0.277777778
GJ,MWh;HHV,ch4,0.277777778
GJ,kWh,ch4,277.777777778
GJ,kWh;LHV,ch4,277.777777778
GJ,kWh;HHV,ch4,277.777777778
GJ,MJ,ch4,1000.000000000
GJ,MJ;LHV,ch4,1000.000000000
GJ,MJ;HHV,ch4,1000.000000000
GJ,GWh,ch4,0.000277778
GJ,GWh;LHV,ch4,0.000277778
GJ,GWh;HHV,ch4,0.000277778
GJ,m³,ch4,27.910632388
GJ,m³;norm,ch4,27.910632388
GJ,m³;standard,ch4,27.910632388
GJ;LHV,t,ch4,0.019984013
GJ;LHV,kg,ch4,19.984012790
GJ;LHV,kilometric_ton,ch4,0.000019984
GJ;LHV,GJ,ch4,1.000000000
GJ;LHV,GJ;HHV,ch4,1.000000000
GJ;LHV,MWh,ch4,0.277777778
GJ;LHV,MWh;LHV,ch4,0.277777778
GJ;LHV,MWh;HHV,ch4,0.277777778
GJ;LHV,kWh,ch4,277.777777778
GJ;LHV,kWh;LHV,ch4,277.777777778
GJ;LHV,kWh;HHV,ch4,277.777777778
GJ;LHV,MJ,ch4,1000.000000000
GJ;LHV,MJ;LHV,ch4,1000.000000000
GJ;LHV,MJ;HHV,ch4,1000.000000000
GJ;LHV,GWh,ch4,0.000277778
GJ;LHV,GWh;LHV,ch4,0.000277778
GJ;LHV,GWh;HHV,ch4,0.000277778
GJ;LHV,m³,ch4,27.910632388
GJ;LHV,m³;norm,ch4,27.910632388
GJ;LHV,m³;standard,ch4,27.910632388
GJ;HHV,t,ch4,0.019984013
GJ;HHV,kg,ch4,19.984012790
GJ;HHV,kilometric_ton,ch4,0.000019984
GJ;HHV,GJ,ch4,1.000000000
GJ;HHV,GJ;LHV,ch4,1.000000000
GJ;HHV,MWh,ch4,0.277777778
GJ;HHV,MWh;LHV,ch4,0.277777778
GJ;HHV,MWh;HHV,ch4,0.277777778
GJ;HHV,kWh,ch4,277.777777778
GJ;HHV,kWh;LHV,ch4,277.777777778
GJ;HHV,kWh;HHV,ch4,277.777777778
GJ;HHV,MJ,ch4,1000.000000000
GJ;HHV,MJ;LHV,ch4,1000.000000000
GJ;HHV,MJ;HHV,ch4,1000.000000000
GJ;HHV,GWh,ch4,0.000277778
GJ;HHV,GWh;LHV,ch4,0.000277778
GJ;HHV,GWh;HHV,ch4,0.000277778
GJ;HHV,m³,ch4,27.910632388
GJ;HHV,m³;norm,ch4,27.910632388
GJ;HHV,m³;standard,ch4,27.910632388
MWh,t,ch4,0.071942446
MWh,kg,ch4,71.942446043
MWh,kilometric_ton,ch4,0.000071942
MWh,GJ,ch4,3.600000000
MWh,GJ;LHV,ch4,3.600000000
MWh,GJ;HHV,ch4,3.600000000
MWh,MWh;LHV,ch4,1.000000000
MWh,MWh;HHV,ch4,1.000000000
MWh,kWh,ch4,1000.000000000
MWh,kWh;LHV,ch4,1000.000000000
MWh,kWh;HHV,ch4,1000.000000000
MWh,MJ,ch4,3600.000000000
MWh,MJ;LHV,ch4,3600.000000000
MWh,MJ;HHV,ch4,3600.000000000
MWh,GWh,ch4,0.001000000
MWh,GWh;LHV,ch4,0.001000000
MWh,GWh;HHV,ch4,0.001000000
MWh,m³,ch4,100.478276597
MWh,m³;norm,ch4,100.478276597
MWh,m³;standard,ch4,100.478276597
MWh;LHV,t,ch4,0.071942446
MWh;LHV,kg,ch4,71.942446043
MWh;LHV,kilometric_ton,ch4,0.000071942
MWh;LHV,GJ,ch4,3.600000000
MWh;LHV,GJ;LHV,ch4,3.600000000
MWh;LHV,GJ;HHV,ch4,3.600000000
MWh;LHV,MWh,ch4,1.000000000
MWh;LHV,MWh;HHV,ch4,1.000000000
MWh;LHV,kWh,ch4,1000.000000000
MWh;LHV,kWh;LHV,ch4,1000.000000000
MWh;LHV,kWh;HHV,ch4,1000.000000000
MWh;LHV,MJ,ch4,3600.000000000
MWh;LHV,MJ;LHV,ch4,3600.000000000
MWh;LHV,MJ;HHV,ch4,3600.000000000
MWh;LHV,GWh,ch4,0.001000000
MWh;LHV,GWh;LHV,ch4,0.001000000
MWh;LHV,GWh;HHV,ch4,0.001000000
MWh;LHV,m³,ch4,100.478276597
MWh;LHV,m³;norm,ch4,100.478276597
MWh;LHV,m³;standard,ch4,100.478276597
MWh;HHV,t,ch4,0.071942446
MWh;HHV,kg,ch4,71.942446043
MWh;HHV,kilometric_ton,ch4,0.000071942
MWh;HHV,GJ,ch4,3.600000000
MWh;HHV,GJ;LHV,ch4,3.600000000
MWh;HHV,GJ;HHV,ch4,3.600000000
MWh;HHV,MWh,ch4,1.000000000
MWh;HHV,MWh;LHV,ch4,1.000000000
MWh;HHV,kWh,ch4,1000.000000000
MWh;HHV,kWh;LHV,ch4,1000.000000000
MWh;HHV,kWh;HHV,ch4,1000.000000000
MWh;HHV,MJ,ch4,3600.000000000
MWh;HHV,MJ;LHV,ch4,3600.000000000
MWh;HHV,MJ;HHV,ch4,3600.000000000
MWh;HHV,GWh,ch4,0.001000000
MWh;HHV,GWh;LHV,ch4,0.001000000
MWh;HHV,GWh;HHV,ch4,0.001000000
MWh;HHV,m³,ch4,100.478276597
MWh;HHV,m³;norm,ch4,100.478276597
MWh;HHV,m³;standard,ch4,100.478276597
kWh,t,ch4,0.000071942
kWh,kg,ch4,0.071942446
kWh,kilometric_ton,ch4,0.000000072
kWh,GJ,ch4,0.003600000
kWh,GJ;LHV,ch4,0.003600000
kWh,GJ;HHV,ch4,0.003600000
kWh,MWh,ch4,0.001000000
kWh,MWh;LHV,ch4,0.001000000
kWh,MWh;HHV,ch4,0.001000000
kWh,kWh;LHV,ch4,1.000000000
kWh,kWh;HHV,ch4,1.000000000
kWh,MJ,ch4,3.600000000
kWh,MJ;LHV,ch4,3.600000000
kWh,MJ;HHV,ch4,3.600000000
kWh,GWh,ch4,0.000001000
kWh,GWh;LHV,ch4,0.000001000
kWh,GWh;HHV,ch4,0.000001000
kWh,m³,ch4,0.100478277
kWh,m³;norm,ch4,0.100478277
kWh,m³;standard,ch4,0.100478277
kWh;LHV,t,ch4,0.000071942
kWh;LHV,kg,ch4,0.071942446
kWh;LHV,kilometric_ton,ch4,0.000000072
kWh;LHV,GJ,ch4,0.003600000
kWh;LHV,GJ;LHV,ch4,0.003600000
kWh;LHV,GJ;HHV,ch4,0.003600000
kWh;LHV,MWh,ch4,0.001000000
kWh;LHV,MWh;LHV,ch4,0.001000000
kWh;LHV,MWh;HHV,ch4,0.001000000
kWh;LHV,kWh,ch4,1.000000000
kWh;LHV,kWh;HHV,ch4,1.000000000
kWh;LHV,MJ,ch4,3.600000000
kWh;LHV,MJ;LHV,ch4,3.600000000
kWh;LHV,MJ;HHV,ch4,3.600000000
kWh;LHV,GWh,ch4,0.000001000
kWh;LHV,GWh;LHV,ch4,0.000001000
kWh;LHV,GWh;HHV,ch4,0.000001000
kWh;LHV,m³,ch4,0.100478277
kWh;LHV,m³;norm,ch4,0.100478277
kWh;LHV,m³;standard,ch4,0.100478277
kWh;HHV,t,ch4,0.000071942
kWh;HHV,kg,ch4,0.071942446
kWh;HHV,kilometric_ton,ch4,0.000000072
kWh;HHV,GJ,ch4,0.003600000
kWh;HHV,GJ;LHV,ch4,0.003600000
kWh;HHV,GJ;HHV,ch4,0.003600000
kWh;HHV,MWh,ch4,0.001000000
kWh;HHV,MWh;LHV,ch4,0.001000000
kWh;HHV,MWh;HHV,ch4,0.001000000
kWh;HHV,kWh,ch4,1.000000000
kWh;HHV,kWh;LHV,ch4,1.000000000
kWh;HHV,MJ,ch4,3.600000000
kWh;HHV,MJ;LHV,ch4,3.600000000
kWh;HHV,MJ;HHV,ch4,3.600000000
kWh;HHV,GWh,ch4,0.000001000
kWh;HHV,GWh;LHV,ch4,0.000001000
kWh;HHV,GWh;HHV,ch4,0.000001000
kWh;HHV,m³,ch4,0.100478277
kWh;HHV,m³;norm,ch4,0.100478277
kWh;HHV,m³;standard,ch4,0.100478277
MJ,t,ch4,0.000019984
MJ,kg,ch4,0.019984013
MJ,kilometric_ton,ch4,0.000000020
MJ,GJ,ch4,0.001000000
MJ,GJ;LHV,ch4,0.001000000
MJ,GJ;HHV,ch4,0.001000000
MJ,MWh,ch4,0.000277778
MJ,MWh;LHV,ch4,0.000277778
MJ,MWh;HHV,ch4,0.000277778
MJ,kWh,ch4,0.277777778
MJ,kWh;LHV,ch4,0.277777778
MJ,kWh;HHV,ch4,0.277777778
MJ,MJ;LHV,ch4,1.000000000
MJ,MJ;HHV,ch4,1.000000000
MJ,GWh,ch4,0.000000278
MJ,GWh;LHV,ch4,0.000000278
MJ,GWh;HHV,ch4,0.000000278
MJ,m³,ch4,0.027910632
MJ,m³;norm,ch4,0.027910632
MJ,m³;standard,ch4,0.027910632
MJ;LHV,t,ch4,0.000019984
MJ;LHV,kg,ch4,0.019984013
MJ;LHV,kilometric_ton,ch4,0.000000020
MJ;LHV,GJ,ch4,0.001000000
MJ;LHV,GJ;LHV,ch4,0.001000000
MJ;LHV,GJ;HHV,ch4,0.001000000
MJ;LHV,MWh,ch4,0.000277778
MJ;LHV,MWh;LHV,ch4,0.000277778
MJ;LHV,MWh;HHV,ch4,0.000277778
MJ;LHV,kWh,ch4,0.277777778
MJ;LHV,kWh;LHV,ch4,0.277777778
MJ;LHV,kWh;HHV,ch4,0.277777778
MJ;LHV,MJ,ch4,1.000000000
MJ;LHV,MJ;HHV,ch4,1.000000000
MJ;LHV,GWh,ch4,0.000000278
MJ;LHV,GWh;LHV,ch4,0.000000278
MJ;LHV,GWh;HHV,ch4,0.000000278
MJ;LHV,m³,ch4,0.027910632
MJ;LHV,m³;norm,ch4,0.027910632
MJ;LHV,m³;standard,ch4,0.027910632
MJ;HHV,t,ch4,0.000019984
MJ;HHV,kg,ch4,0.019984013
MJ;HHV,kilometric_ton,ch4,0.000000020
MJ;HHV,GJ,ch4,0.001000000
MJ;HHV,GJ;LHV,ch4,0.001000000
MJ;HHV,GJ;HHV,ch4,0.001000000
MJ;HHV,MWh,ch4,0.000277778
MJ;HHV,MWh;LHV,ch4,0.000277778
MJ;HHV,MWh;HHV,ch4,0.000277778
MJ;HHV,kWh,ch4,0.277777778
MJ;HHV,kWh;LHV,ch4,0.277777778
MJ;HHV,kWh;HHV,ch4,0.277777778
MJ;HHV,MJ,ch4,1.000000000
MJ;HHV,MJ;LHV,ch4,1.000000000
MJ;HHV,GWh,ch4,0.000000278
MJ;HHV,GWh;LHV,ch4,0.000000278
MJ;HHV,GWh;HHV,ch4,0.000000278
MJ;HHV,m³,ch4,0.027910632
MJ;HHV,m³;norm,ch4,0.027910632
MJ;HHV,m³;standard,ch4,0.027910632
GWh,t,ch4,71.942446043
GWh,kg,ch4,71942.446043165
GWh,kilometric_ton,ch4,0.071942446
GWh,GJ,ch4,3600.000000000
GWh,GJ;LHV,ch4,3600.000000000
GWh,GJ;HHV,ch4,3600.000000000
GWh,MWh,ch4,1000.000000000
GWh,MWh;LHV,ch4,1000.000000000
GWh,MWh;HHV,ch4,1000.000000000
GWh,kWh,ch4,1000000.000000000
GWh,kWh;LHV,ch4,1000000.000000000
GWh,kWh;HHV,ch4,1000000.000000000
GWh,MJ,ch4,3600000.000000000
GWh,MJ;LHV,ch4,3600000.000000000
GWh,MJ;HHV,ch4,3600000.000000000
GWh,GWh;LHV,ch4,1.000000000
GWh,GWh;HHV,ch4,1.000000000
GWh,m³,ch4,100478.276596600
GWh,m³;norm,ch4,100478.276596600
GWh,m³;standard,ch4,100478.276596600
GWh;LHV,t,ch4,71.942446043
GWh;LHV,kg,ch4,71942.446043165
GWh;LHV,kilometric_ton,ch4,0.071942446
GWh;LHV,GJ,ch4,3600.000000000
GWh;LHV,GJ;LHV,ch4,3600.000000000
GWh;LHV,GJ;HHV,ch4,3600.000000000
GWh;LHV,MWh,ch4,1000.000000000
GWh;LHV,MWh;LHV,ch4,1000.000000000
GWh;LHV,MWh;HHV,ch4,1000.000000000
GWh;LHV,kWh,ch4,1000000.000000000
GWh;LHV,kWh;LHV,ch4,1000000.000000000
GWh;LHV,kWh;HHV,ch4,1000000.000000000
GWh;LHV,MJ,ch4,3600000.000000000
GWh;LHV,MJ;LHV,ch4,3600000.000000000
GWh;LHV,MJ;HHV,ch4,3600000.000000000
GWh;LHV,GWh,ch4,1.000000000
GWh;LHV,GWh;HHV,ch4,1.000000000
GWh;LHV,m³,ch4,100478.276596600
GWh;LHV,m³;norm,ch4,100478.276596600
GWh;LHV,m³;standard,ch4,100478.276596600
GWh;HHV,t,ch4,71.942446043
GWh;HHV,kg,ch4,71942.446043165
GWh;HHV,kilometric_ton,ch4,0.071942446
GWh;HHV,GJ,ch4,3600.000000000
GWh;HHV,GJ;LHV,ch4,3600.000000000
GWh;HHV,GJ;HHV,ch4,3600.000000000
GWh;HHV,MWh,ch4,1000.000000000
GWh;HHV,MWh;LHV,ch4,1000.000000000
GWh;HHV,MWh;HHV,ch4,1000.000000000
GWh;HHV,kWh,ch4,1000000.000000000
GWh;HHV,kWh;LHV,ch4,1000000.000000000
GWh;HHV,kWh;HHV,ch4,1000000.000000000
GWh;HHV,MJ,ch4,3600000.000000000
GWh;HHV,MJ;LHV,ch4,3600000.000000000
GWh;HHV,MJ;HHV,ch4,3600000.000000000
GWh;HHV,GWh,ch4,1.000000000
GWh;HHV,GWh;LHV,ch4,1.000000000
GWh;HHV,m³,ch4,100478.276596600
GWh;HHV,m³;norm,ch4,100478.276596600
GWh;HHV,m³;standard,ch4,100478.276596600
m³,t,ch4,0.000716000
m³,kg,ch4,0.716000000
m³,kilometric_ton,ch4,0.000000716
m³,GJ,ch4,0.035828640
m³,GJ;LHV,ch4,0.035828640
m³,GJ;HHV,ch4,0.035828640
m³,MWh,ch4,0.009952400
m³,MWh;LHV,ch4,0.009952400
m³,MWh;HHV,ch4,0.009952400
m³,kWh,ch4,9.952400000
m³,kWh;LHV,ch4,9.952400000
m³,kWh;HHV,ch4,9.952400000
m³,MJ,ch4,35.828640000
m³,MJ;LHV,ch4,35.828640000
m³,MJ;HHV,ch4,35.828640000
m³,GWh,ch4,0.000009952
m³,GWh;LHV,ch4,0.000009952
m³,GWh;HHV,ch4,0.000009952
m³,m³;norm,ch4,1.000000000
m³,m³;standard,ch4,1.000000000
m³;norm,t,ch4,0.000716000
m³;norm,kg,ch4,0.716000000
m³;norm,kilometric_ton,ch4,0.000000716
m³;norm,GJ,ch4,0.035828640
m³;norm,GJ;LHV,ch4,0.035828640
m³;norm,GJ;HHV,ch4,0.035828640
m³;norm,MWh,ch4,0.009952400
m³;norm,MWh;LHV,ch4,0.009952400
m³;norm,MWh;HHV,ch4,0.009952400
m³;norm,kWh,ch4,9.952400000
m³;norm,kWh;LHV,ch4,9.952400000
m³;norm,kWh;HHV,ch4,9.952400000
m³;norm,MJ,ch4,35.828640000
m³;norm,MJ;LHV,ch4,35.828640000
m³;norm,MJ;HHV,ch4,35.828640000
m³;norm,GWh,ch4,0.000009952
m³;norm,GWh;LHV,ch4,0.000009952
m³;norm,GWh;HHV,ch4,0.000009952
m³;norm,m³,ch4,1.000000000
m³;norm,m³;standard,ch4,1.000000000
m³;standard,t,ch4,0.000716000
m³;standard,kg,ch4,0.716000000
m³;standard,kilometric_ton,ch4,0.000000716
m³;standard,GJ,ch4,0.035828640
m³;standard,GJ;LHV,ch4,0.035828640
m³;standard,GJ;HHV,ch4,0.035828640
m³;standard,MWh,ch4,0.009952400
m³;standard,MWh;LHV,ch4,0.009952400
m³;standard,MWh;HHV,ch4,0.009952400
m³;standard,kWh,ch4,9.952400000
m³;standard,kWh;LHV,ch4,9.952400000
m³;standard,kWh;HHV,ch4,9.952400000
m³;standard,MJ,ch4,35.828640000
m³;standard,MJ;LHV,ch4,35.828640000
m³;standard,MJ;HHV,ch4,35.828640000
m³;standard,GWh,ch4,0.000009952
m³;standard,GWh;LHV,ch4,0.000009952
m³;standard,GWh;HHV,ch4,0.000009952
m³;standard,m³,ch4,1.000000000
m³;standard,m³;norm,ch4,1.000000000
t,kg,meoh,1000.000000000
t,kilometric_ton,meoh,0.001000000
t,GJ,meoh,19.944000000
t,GJ;LHV,meoh,19.944000000
t,GJ;HHV,meoh,19.944000000
t,MWh,meoh,5.540000000
t,MWh;LHV,meoh,5.540000000
t,MWh;HHV,meoh,5.540000000
t,kWh,meoh,5540.000000000
t,kWh;LHV,meoh,5540.000000000
t,kWh;HHV,meoh,5540.000000000
t,MJ,meoh,19944.000000000
t,MJ;LHV,meoh,19944.000000000
t,MJ;HHV,meoh,19944.000000000
t,GWh,meoh,0.005540000
t,GWh;LHV,meoh,0.005540000
t,GWh;HHV,meoh,0.005540000
t,m³,meoh,1.264222503
t,m³;norm,meoh,1.264222503
t,m³;standard,meoh,1.264222503
kg,t,meoh,0.001000000
kg,kilometric_ton,meoh,0.000001000
kg,GJ,meoh,0.019944000
kg,GJ;LHV,meoh,0.019944000
kg,GJ;HHV,meoh,0.019944000
kg,MWh,meoh,0.005540000
kg,MWh;LHV,meoh,0.005540000
kg,MWh;HHV,meoh,0.005540000
kg,kWh,meoh,5.540000000
kg,kWh;LHV,meoh,5.540000000
kg,kWh;HHV,meoh,5.540000000
kg,MJ,meoh,19.944000000
kg,MJ;LHV,meoh,19.944000000
kg,MJ;HHV,meoh,19.944000000
kg,GWh,meoh,0.000005540
kg,GWh;LHV,meoh,0.000005540
kg,GWh;HHV,meoh,0.000005540
kg,m³,meoh,0.001264223
kg,m³;norm,meoh,0.001264223
kg,m³;standard,meoh,0.001264223
kilometric_ton,t,meoh,1000.000000000
kilometric_ton,kg,meoh,1000000.000000000
kilometric_ton,GJ,meoh,19944.000000000
kilometric_ton,GJ;LHV,meoh,19944.000000000
kilometric_ton,GJ;HHV,meoh,19944.000000000
kilometric_ton,MWh,meoh,5540.000000000
kilometric_ton,MWh;LHV,meoh,5540.000000000
kilometric_ton,MWh;HHV,meoh,5540.000000000
kilometric_ton,kWh,meoh,5540000.000000000
kilometric_ton,kWh;LHV,meoh,5540000.000000000
kilometric_ton,kWh;HHV,meoh,5540000.000000000
kilometric_ton,MJ,meoh,19944000.000000000
kilometric_ton,MJ;LHV,meoh,19944000.000000000
kilometric_ton,MJ;HHV,meoh,19944000.000000000
kilometric_ton,GWh,meoh,5.540000000
kilometric_ton,GWh;LHV,meoh,5.540000000
kilometric_ton,GWh;HHV,meoh,5.540000000
kilometric_ton,m³,meoh,1264.222503161
kilometric_ton,m³;norm,meoh,1264.222503161
kilometric_ton,m³;standard,meoh,1264.222503161
GJ,t,meoh,0.050140393
GJ,kg,meoh,50.140393101
GJ,kilometric_ton,meoh,0.000050140
GJ,GJ;LHV,meoh,1.000000000
GJ,GJ;HHV,meoh,1.000000000
GJ,MWh,meoh,0.277777778
GJ,MWh;LHV,meoh,0.277777778
GJ,MWh;HHV,meoh,0.277777778
GJ,kWh,meoh,277.777777778
GJ,kWh;LHV,meoh,277.777777778
GJ,kWh;HHV,meoh,277.777777778
GJ,MJ,meoh,1000.000000000
GJ,MJ;LHV,meoh,1000.000000000
GJ,MJ;HHV,meoh,1000.000000000
GJ,GWh,meoh,0.000277778
GJ,GWh;LHV,meoh,0.000277778
GJ,GWh;HHV,meoh,0.000277778
GJ,m³,meoh,0.063388613
GJ,m³;norm,meoh,0.063388613
GJ,m³;standard,meoh,0.063388613
GJ;LHV,t,meoh,0.050140393
GJ;LHV,kg,meoh,50.140393101
GJ;LHV,kilometric_ton,meoh,0.000050140
GJ;LHV,GJ,meoh,1.000000000
GJ;LHV,GJ;HHV,meoh,1.000000000
GJ;LHV,MWh,meoh,0.277777778
GJ;LHV,MWh;LHV,meoh,0.277777778
GJ;LHV,MWh;HHV,meoh,0.277777778
GJ;LHV,kWh,meoh,277.777777778
GJ;LHV,kWh;LHV,meoh,277.777777778
GJ;LHV,kWh;HHV,meoh,277.777777778
GJ;LHV,MJ,meoh,1000.000000000
GJ;LHV,MJ;LHV,meoh,1000.000000000
GJ;LHV,MJ;HHV,meoh,1000.000000000
GJ;LHV,GWh,meoh,0.000277778
GJ;LHV,GWh;LHV,meoh,0.000277778
GJ;LHV,GWh;HHV,meoh,0.000277778
GJ;LHV,m³,meoh,0.063388613
GJ;LHV,m³;norm,meoh,0.063388613
GJ;LHV,m³;standard,meoh,0.063388613
GJ;HHV,t,meoh,0.050140393
GJ;HHV,kg,meoh,50.140393101
GJ;HHV,kilometric_ton,meoh,0.000050140
GJ;HHV,GJ,meoh,1.000000000
GJ;HHV,GJ;LHV,meoh,1.000000000
GJ;HHV,MWh,meoh,0.277777778
GJ;HHV,MWh;LHV,meoh,0.277777778
GJ;HHV,MWh;HHV,meoh,0.277777778
GJ;HHV,kWh,meoh,277.777777778
GJ;HHV,kWh;LHV,meoh,277.777777778
GJ;HHV,kWh;HHV,meoh,277.777777778
GJ;HHV,MJ,meoh,1000.000000000
GJ;HHV,MJ;LHV,meoh,1000.000000000
GJ;HHV,MJ;HHV,meoh,1000.000000000
GJ;HHV,GWh,meoh,0.000277778
GJ;HHV,GWh;LHV,meoh,0.000277778
GJ;HHV,GWh;HHV,meoh,0.000277778
GJ;HHV,m³,meoh,0.063388613
GJ;HHV,m³;norm,meoh,0.063388613
GJ;HHV,m³;standard,meoh,0.063388613
MWh,t,meoh,0.180505415
MWh,kg,meoh,180.505415162
MWh,kilometric_ton,meoh,0.000180505
MWh,GJ,meoh,3.600000000
MWh,GJ;LHV,meoh,3.600000000
MWh,GJ;HHV,meoh,3.600000000
MWh,MWh;LHV,meoh,1.000000000
MWh,MWh;HHV,meoh,1.000000000
MWh,kWh,meoh,1000.000000000
MWh,kWh;LHV,meoh,1000.000000000
MWh,kWh;HHV,meoh,1000.000000000
MWh,MJ,meoh,3600.000000000
MWh,MJ;LHV,meoh,3600.000000000
MWh,MJ;HHV,meoh,3600.000000000
MWh,GWh,meoh,0.001000000
MWh,GWh;LHV,meoh,0.001000000
MWh,GWh;HHV,meoh,0.001000000
MWh,m³,meoh,0.228199008
MWh,m³;norm,meoh,0.228199008
MWh,m³;standard,meoh,0.228199008
MWh;LHV,t,meoh,0.180505415
MWh;LHV,kg,meoh,180.505415162
MWh;LHV,kilometric_ton,meoh,0.000180505
MWh;LHV,GJ,meoh,3.600000000
MWh;LHV,GJ;LHV,meoh,3.600000000
MWh;LHV,GJ;HHV,meoh,3.600000000
MWh;LHV,MWh,meoh,1.000000000
MWh;LHV,MWh;HHV,meoh,1.000000000
MWh;LHV,kWh,meoh,1000.000000000
MWh;LHV,kWh;LHV,meoh,1000.000000000
MWh;LHV,kWh;HHV,meoh,1000.000000000
MWh;LHV,MJ,meoh,3600.000000000
MWh;LHV,MJ;LHV,meoh,3600.000000000
MWh;LHV,MJ;HHV,meoh,3600.000000000
MWh;LHV,GWh,meoh,0.001000000
MWh;LHV,GWh;LHV,meoh,0.001000000
MWh;LHV,GWh;HHV,meoh,0.001000000
MWh;LHV,m³,meoh,0.228199008
