from,to,ft,factor
m³,kWh;HHV,ng,10.178700000
m³,MJ,ng,36.643320000
m³,MJ;LHV,ng,36.643320000
m³,MJ;HHV,ng,36.643320000
m³,GWh,ng,0.000010179
m³,GWh;LHV,ng,0.000010179
m³,GWh;HHV,ng,0.000010179
m³,m³;norm,ng,1.000000000
m³,m³;standard,ng,1.000000000
m³;norm,t,ng,0.000777000
m³;norm,kg,ng,0.777000000
m³;norm,kilometric_ton,ng,0.000000777
m³;norm,GJ,ng,0.036643320
m³;norm,GJ;LHV,ng,0.036643320
m³;norm,GJ;HHV,ng,0.036643320
m³;norm,MWh,ng,0.010178700
m³;norm,MWh;LHV,ng,0.010178700
m³;norm,MWh;HHV,ng,0.010178700
m³;norm,kWh,ng,10.178700000
m³;norm,kWh;LHV,ng,10.178700000
m³;norm,kWh;HHV,ng,10.178700000
m³;norm,MJ,ng,36.643320000
m³;norm,MJ;LHV,ng,36.643320000
m³;norm,MJ;HHV,ng,36.643320000
m³;norm,GWh,ng,0.000010179
m³;norm,GWh;LHV,ng,0.000010179
m³;norm,GWh;HHV,ng,0.000010179
m³;norm,m³,ng,1.000000000
m³;norm,m³;standard,ng,1.000000000
m³;standard,t,ng,0.000777000
m³;standard,kg,ng,0.777000000
m³;standard,kilometric_ton,ng,0.000000777
m³;standard,GJ,ng,0.036643320
m³;standard,GJ;LHV,ng,0.036643320
m³;standard,GJ;HHV,ng,0.036643320
m³;standard,MWh,ng,0.010178700
m³;standard,MWh;LHV,ng,0.010178700
m³;standard,MWh;HHV,ng,0.010178700
m³;standard,kWh,ng,10.178700000
m³;standard,kWh;LHV,ng,10.178700000
m³;standard,kWh;HHV,ng,10.178700000
m³;standard,MJ,ng,36.643320000
m³;standard,MJ;LHV,ng,36.643320000
m³;standard,MJ;HHV,ng,36.643320000
m³;standard,GWh,ng,0.000010179
m³;standard,GWh;LHV,ng,0.000010179
m³;standard,GWh;HHV,ng,0.000010179
m³;standard,m³,ng,1.000000000
m³;standard,m³;norm,ng,1.000000000
t,kg,coal,1000.000000000
t,kilometric_ton,coal,0.001000000
t,GJ,coal,28.800000000
t,GJ;LHV,coal,28.800000000
t,GJ;HHV,coal,28.800000000
t,MWh,coal,8.000000000
t,MWh;LHV,coal,8.000000000
t,MWh;HHV,coal,8.000000000
t,kWh,coal,8000.000000000
t,kWh;LHV,coal,8000.000000000
t,kWh;HHV,coal,8000.000000000
t,MJ,coal,28800.000000000
t,MJ;LHV,coal,28800.000000000
t,MJ;HHV,coal,28800.000000000
t,GWh,coal,0.008000000
t,GWh;LHV,coal,0.008000000
t,GWh;HHV,coal,0.008000000
kg,t,coal,0.001000000
kg,kilometric_ton,coal,0.000001000
kg,GJ,coal,0.028800000
kg,GJ;LHV,coal,0.028800000
kg,GJ;HHV,coal,0.028800000
kg,MWh,coal,0.008000000
kg,MWh;LHV,coal,0.008000000
kg,MWh;HHV,coal,0.008000000
kg,kWh,coal,8.000000000
kg,kWh;LHV,coal,8.000000000
kg,kWh;HHV,coal,8.000000000
kg,MJ,coal,28.800000000
kg,MJ;LHV,coal,28.800000000
kg,MJ;HHV,coal,28.800000000
kg,GWh,coal,0.000008000
kg,GWh;LHV,coal,0.000008000
kg,GWh;HHV,coal,0.000008000
kilometric_ton,t,coal,1000.000000000
kilometric_ton,kg,coal,1000000.000000000
kilometric_ton,GJ,coal,28800.000000000
kilometric_ton,GJ;LHV,coal,28800.000000000
kilometric_ton,GJ;HHV,coal,28800.000000000
kilometric_ton,MWh,coal,8000.000000000
kilometric_ton,MWh;LHV,coal,8000.000000000
kilometric_ton,MWh;HHV,coal,8000.000000000
kilometric_ton,kWh,coal,8000000.000000000
kilometric_ton,kWh;LHV,coal,8000000.000000000
kilometric_ton,kWh;HHV,coal,8000000.000000000
kilometric_ton,MJ,coal,28800000.000000000
kilometric_ton,MJ;LHV,coal,28800000.000000000
kilometric_ton,MJ;HHV,coal,28800000.000000000
kilometric_ton,GWh,coal,8.000000000
kilometric_ton,GWh;LHV,coal,8.000000000
kilometric_ton,GWh;HHV,coal,8.000000000
GJ,t,coal,0.034722222
GJ,kg,coal,34.722222222
GJ,kilometric_ton,coal,0.000034722
GJ,GJ;LHV,coal,1.000000000
GJ,GJ;HHV,coal,1.000000000
GJ,MWh,coal,0.277777778
GJ,MWh;LHV,coal,0.277777778
GJ,MWh;HHV,coal,0.277777778
GJ,kWh,coal,277.777777778
GJ,kWh;LHV,coal,277.777777778
GJ,kWh;HHV,coal,277.777777778
GJ,MJ,coal,1000.000000000
GJ,MJ;LHV,coal,1000.000000000
GJ,MJ;HHV,coal,1000.000000000
GJ,GWh,coal,0.000277778
GJ,GWh;LHV,coal,0.000277778
GJ,GWh;HHV,coal,0.000277778
GJ;LHV,t,coal,0.034722222
GJ;LHV,kg,coal,34.722222222
GJ;LHV,kilometric_ton,coal,0.000034722
GJ;LHV,GJ,coal,1.000000000
GJ;LHV,GJ;HHV,coal,1.000000000
GJ;LHV,MWh,coal,0.277777778
GJ;LHV,MWh;LHV,coal,0.277777778
GJ;LHV,MWh;HHV,coal,0.277777778
GJ;LHV,kWh,coal,277.777777778
GJ;LHV,kWh;LHV,coal,277.777777778
GJ;LHV,kWh;HHV,coal,277.777777778
GJ;LHV,MJ,coal,1000.000000000
GJ;LHV,MJ;LHV,coal,1000.000000000
GJ;LHV,MJ;HHV,coal,1000.000000000
GJ;LHV,GWh,coal,0.000277778
GJ;LHV,GWh;LHV,coal,0.000277778
GJ;LHV,GWh;HHV,coal,0.000277778
GJ;HHV,t,coal,0.034722222
GJ;HHV,kg,coal,34.722222222
GJ;HHV,kilometric_ton,coal,0.000034722
GJ;HHV,GJ,coal,1.000000000
GJ;HHV,GJ;LHV,coal,1.000000000
GJ;HHV,MWh,coal,0.277777778
GJ;HHV,MWh;LHV,coal,0.277777778
GJ;HHV,MWh;HHV,coal,0.277777778
GJ;HHV,kWh,coal,277.777777778
GJ;HHV,kWh;LHV,coal,277.777777778
GJ;HHV,kWh;HHV,coal,277.777777778
GJ;HHV,MJ,coal,1000.000000000
GJ;HHV,MJ;LHV,coal,1000.000000000
GJ;HHV,MJ;HHV,coal,1000.000000000
GJ;HHV,GWh,coal,0.000277778
GJ;HHV,GWh;LHV,coal,0.000277778
GJ;HHV,GWh;HHV,coal,0.000277778
MWh,t,coal,0.125000000
MWh,kg,coal,125.000000000
MWh,kilometric_ton,coal,0.000125000
MWh,GJ,coal,3.600000000
MWh,GJ;LHV,coal,3.600000000
MWh,GJ;HHV,coal,3.600000000
MWh,MWh;LHV,coal,1.000000000
MWh,MWh;HHV,coal,1.000000000
MWh,kWh,coal,1000.000000000
MWh,kWh;LHV,coal,1000.000000000
MWh,kWh;HHV,coal,1000.000000000
MWh,MJ,coal,3600.000000000
MWh,MJ;LHV,coal,3600.000000000
MWh,MJ;HHV,coal,3600.000000000
MWh,GWh,coal,0.001000000
MWh,GWh;LHV,coal,0.001000000
MWh,GWh;HHV,coal,0.001000000
MWh;LHV,t,coal,0.125000000
MWh;LHV,kg,coal,125.000000000
MWh;LHV,kilometric_ton,coal,0.000125000
MWh;LHV,GJ,coal,3.600000000
MWh;LHV,GJ;LHV,coal,3.600000000
MWh;LHV,GJ;HHV,coal,3.600000000
MWh;LHV,MWh,coal,1.000000000
MWh;LHV,MWh;HHV,coal,1.000000000
MWh;LHV,kWh,coal,1000.000000000
MWh;LHV,kWh;LHV,coal,1000.000000000
MWh;LHV,kWh;HHV,coal,1000.000000000
MWh;LHV,MJ,coal,3600.000000000
MWh;LHV,MJ;LHV,coal,3600.000000000
MWh;LHV,MJ;HHV,coal,3600.000000000
MWh;LHV,GWh,coal,0.001000000
MWh;LHV,GWh;LHV,coal,0.001000000
MWh;LHV,GWh;HHV,coal,0.001000000
MWh;HHV,t,coal,0.125000000
MWh;HHV,kg,coal,125.000000000
MWh;HHV,kilometric_ton,coal,0.000125000
MWh;HHV,GJ,coal,3.600000000
MWh;HHV,GJ;LHV,coal,3.600000000
MWh;HHV,GJ;HHV,coal,3.600000000
MWh;HHV,MWh,coal,1.000000000
MWh;HHV,MWh;LHV,coal,1.000000000
MWh;HHV,kWh,coal,1000.000000000
MWh;HHV,kWh;LHV,coal,1000.000000000
MWh;HHV,kWh;HHV,coal,1000.000000000
MWh;HHV,MJ,coal,3600.000000000
MWh;HHV,MJ;LHV,coal,3600.000000000
MWh;HHV,MJ;HHV,coal,3600.000000000
MWh;HHV,GWh,coal,0.001000000
MWh;HHV,GWh;LHV,coal,0.001000000
MWh;HHV,GWh;HHV,coal,0.001000000
kWh,t,coal,0.000125000
kWh,kg,coal,0.125000000
kWh,kilometric_ton,coal,0.000000125
kWh,GJ,coal,0.003600000
kWh,GJ;LHV,coal,0.003600000
kWh,GJ;HHV,coal,0.003600000
kWh,MWh,coal,0.001000000
kWh,MWh;LHV,coal,0.001000000
kWh,MWh;HHV,coal,0.001000000
kWh,kWh;LHV,coal,1.000000000
kWh,kWh;HHV,coal,1.000000000
kWh,MJ,coal,3.600000000
kWh,MJ;LHV,coal,3.600000000
kWh,MJ;HHV,coal,3.600000000
kWh,GWh,coal,0.000001000
kWh,GWh;LHV,coal,0.000001000
kWh,GWh;HHV,coal,0.000001000
kWh;LHV,t,coal,0.000125000
kWh;LHV,kg,coal,0.125000000
kWh;LHV,kilometric_ton,coal,0.000000125
kWh;LHV,GJ,coal,0.003600000
kWh;LHV,GJ;LHV,coal,0.003600000
kWh;LHV,GJ;HHV,coal,0.003600000
kWh;LHV,MWh,coal,0.001000000
kWh;LHV,MWh;LHV,coal,0.001000000
kWh;LHV,MWh;HHV,coal,0.001000000
kWh;LHV,kWh,coal,1.000000000
kWh;LHV,kWh;HHV,coal,1.000000000
kWh;LHV,MJ,coal,3.600000000
kWh;LHV,MJ;LHV,coal,3.600000000
kWh;LHV,MJ;HHV,coal,3.600000000
kWh;LHV,GWh,coal,0.000001000
kWh;LHV,GWh;LHV,coal,0.000001000
kWh;LHV,GWh;HHV,coal,0.000001000
kWh;HHV,t,coal,0.000125000
kWh;HHV,kg,coal,0.125000000
kWh;HHV,kilometric_ton,coal,0.000000125
kWh;HHV,GJ,coal,0.003600000
kWh;HHV,GJ;LHV,coal,0.003600000
kWh;HHV,GJ;HHV,coal,0.003600000
kWh;HHV,MWh,coal,0.001000000
kWh;HHV,MWh;LHV,coal,0.001000000
kWh;HHV,MWh;HHV,coal,0.001000000
kWh;HHV,kWh,coal,1.000000000
kWh;HHV,kWh;LHV,coal,1.000000000
kWh;HHV,MJ,coal,3.600000000
kWh;HHV,MJ;LHV,coal,3.600000000
kWh;HHV,MJ;HHV,coal,3.600000000
kWh;HHV,GWh,coal,0.000001000
kWh;HHV,GWh;LHV,coal,0.000001000
kWh;HHV,GWh;HHV,coal,0.000001000
MJ,t,coal,0.000034722
MJ,kg,coal,0.034722222
MJ,kilometric_ton,coal,0.000000035
MJ,GJ,coal,0.001000000
MJ,GJ;LHV,coal,0.001000000
MJ,GJ;HHV,coal,0.001000000
MJ,MWh,coal,0.000277778
MJ,MWh;LHV,coal,0.000277778
MJ,MWh;HHV,coal,0.000277778
MJ,kWh,coal,0.277777778
MJ,kWh;LHV,coal,0.277777778
MJ,kWh;HHV,coal,0.277777778
MJ,MJ;LHV,coal,1.000000000
MJ,MJ;HHV,coal,1.000000000
MJ,GWh,coal,0.000000278
MJ,GWh;LHV,coal,0.000000278
MJ,GWh;HHV,coal,0.000000278
MJ;LHV,t,coal,0.000034722
MJ;LHV,kg,coal,0.034722222
MJ;LHV,kilometric_ton,coal,0.000000035
MJ;LHV,GJ,coal,0.001000000
MJ;LHV,GJ;LHV,coal,0.001000000
MJ;LHV,GJ;HHV,coal,0.001000000
MJ;LHV,MWh,coal,0.000277778
MJ;LHV,MWh;LHV,coal,0.000277778
MJ;LHV,MWh;HHV,coal,0.000277778
MJ;LHV,kWh,coal,0.277777778
MJ;LHV,kWh;LHV,coal,0.277777778
MJ;LHV,kWh;HHV,coal,0.277777778
MJ;LHV,MJ,coal,1.000000000
MJ;LHV,MJ;HHV,coal,1.000000000
MJ;LHV,GWh,coal,0.000000278
MJ;LHV,GWh;LHV,coal,0.000000278
MJ;LHV,GWh;HHV,coal,0.000000278
MJ;HHV,t,coal,0.000034722
MJ;HHV,kg,coal,0.034722222
MJ;HHV,kilometric_ton,coal,0.000000035
MJ;HHV,GJ,coal,0.001000000
MJ;HHV,GJ;LHV,coal,0.001000000
MJ;HHV,GJ;HHV,coal,0.001000000
MJ;HHV,MWh,coal,0.000277778
MJ;HHV,MWh;LHV,coal,0.000277778
MJ;HHV,MWh;HHV,coal,0.000277778
MJ;HHV,kWh,coal,0.277777778
MJ;HHV,kWh;LHV,coal,0.277777778
MJ;HHV,kWh;HHV,coal,0.277777778
MJ;HHV,MJ,coal,1.000000000
MJ;HHV,MJ;LHV,coal,1.000000000
MJ;HHV,GWh,coal,0.000000278
MJ;HHV,GWh;LHV,coal,0.000000278
MJ;HHV,GWh;HHV,coal,0.000000278
GWh,t,coal,125.000000000
GWh,kg,coal,125000.000000000
GWh,kilometric_ton,coal,0.125000000
GWh,GJ,coal,3600.000000000
GWh,GJ;LHV,coal,3600.000000000
GWh,GJ;HHV,coal,3600.000000000
GWh,MWh,coal,1000.000000000
GWh,MWh;LHV,coal,1000.000000000
GWh,MWh;HHV,coal,1000.000000000
GWh,kWh,coal,1000000.000000000
GWh,kWh;LHV,coal,1000000.000000000
GWh,kWh;HHV,coal,1000000.000000000
GWh,MJ,coal,3600000.000000000
GWh,MJ;LHV,coal,3600000.000000000
GWh,MJ;HHV,coal,3600000.000000000
GWh,GWh;LHV,coal,1.000000000
GWh,GWh;HHV,coal,1.000000000
GWh;LHV,t,coal,125.000000000
GWh;LHV,kg,coal,125000.000000000
GWh;LHV,kilometric_ton,coal,0.125000000
GWh;LHV,GJ,coal,3600.000000000
GWh;LHV,GJ;LHV,coal,3600.000000000
GWh;LHV,GJ;HHV,coal,3600.000000000
GWh;LHV,MWh,coal,1000.000000000
GWh;LHV,MWh;LHV,coal,1000.000000000
GWh;LHV,MWh;HHV,coal,1000.000000000
GWh;LHV,kWh,coal,1000000.000000000
GWh;LHV,kWh;LHV,coal,1000000.000000000
GWh;LHV,kWh;HHV,coal,1000000.000000000
GWh;LHV,MJ,coal,3600000.000000000
GWh;LHV,MJ;LHV,coal,3600000.000000000
GWh;LHV,MJ;HHV,coal,3600000.000000000
GWh;LHV,GWh,coal,1.000000000
GWh;LHV,GWh;HHV,coal,1.000000000
GWh;HHV,t,coal,125.000000000
GWh;HHV,kg,coal,125000.000000000
GWh;HHV,kilometric_ton,coal,0.125000000
GWh;HHV,GJ,coal,3600.000000000
GWh;HHV,GJ;LHV,coal,3600.000000000
GWh;HHV,GJ;HHV,coal,3600.000000000
GWh;HHV,MWh,coal,1000.000000000
GWh;HHV,MWh;LHV,coal,1000.000000000
GWh;HHV,MWh;HHV,coal,1000.000000000
GWh;HHV,kWh,coal,1000000.000000000
GWh;HHV,kWh;LHV,coal,1000000.000000000
GWh;HHV,kWh;HHV,coal,1000000.000000000
GWh;HHV,MJ,coal,3600000.000000000
GWh;HHV,MJ;LHV,coal,3600000.000000000
GWh;HHV,MJ;HHV,coal,3600000.000000000
GWh;HHV,GWh,coal,1.000000000
GWh;HHV,GWh;LHV,coal,1.000000000
t,kg,co2,1000.000000000
t,kilometric_ton,co2,0.001000000
t,m³,co2,505.816894284
t,m³;norm,co2,505.816894284
t,m³;standard,co2,505.816894284
kg,t,co2,0.001000000
kg,kilometric_ton,co2,0.000001000
kg,m³,co2,0.505816894
kg,m³;norm,co2,0.505816894
kg,m³;standard,co2,0.505816894
kilometric_ton,t,co2,1000.000000000
kilometric_ton,kg,co2,1000000.000000000
kilometric_ton,m³,co2,505816.894284269
kilometric_ton,m³;norm,co2,505816.894284269
kilometric_ton,m³;standard,co2,505816.894284269
m³,t,co2,0.001977000
m³,kg,co2,1.977000000
m³,kilometric_ton,co2,0.000001977
m³,m³;norm,co2,1.000000000
m³,m³;standard,co2,1.000000000
m³;norm,t,co2,0.001977000
m³;norm,kg,co2,1.977000000
m³;norm,kilometric_ton,co2,0.000001977
m³;norm,m³,co2,1.000000000
m³;norm,m³;standard,co2,1.000000000
m³;standard,t,co2,0.001977000
m³;standard,kg,co2,1.977000000
m³;standard,kilometric_ton,co2,0.000001977
m³;standard,m³,co2,1.000000000
m³;standard,m³;norm,co2,1.000000000
t,kg,ironore,1000.000000000
t,kilometric_ton,ironore,0.001000000
kg,t,ironore,0.001000000
kg,kilometric_ton,ironore,0.000001000
kilometric_ton,t,ironore,1000.000000000
kilometric_ton,kg,ironore,1000000.000000000
t,kg,dri,1000.000000000
t,kilometric_ton,dri,0.001000000
kg,t,dri,0.001000000
kg,kilometric_ton,dri,0.000001000
kilometric_ton,t,dri,1000.000000000
kilometric_ton,kg,dri,1000000.000000000
t,kg,alloys,1000.000000000
t,kilometric_ton,alloys,0.001000000
kg,t,alloys,0.001000000
kg,kilometric_ton,alloys,0.000001000
kilometric_ton,t,alloys,1000.000000000
kilometric_ton,kg,alloys,1000000.000000000
t,kg,lime,1000.000000000
t,kilometric_ton,lime,0.001000000
kg,t,lime,0.001000000
kg,kilometric_ton,lime,0.000001000
kilometric_ton,t,lime,1000.000000000
kilometric_ton,kg,lime,1000000.000000000
t,kg,liqsteel,1000.000000000
t,kilometric_ton,liqsteel,0.001000000
kg,t,liqsteel,0.001000000
kg,kilometric_ton,liqsteel,0.000001000
kilometric_ton,t,liqsteel,1000.000000000
kilometric_ton,kg,liqsteel,1000000.000000000
t,kg,sfsteel,1000.000000000
t,kilometric_ton,sfsteel,0.001000000
kg,t,sfsteel,0.001000000
kg,kilometric_ton,sfsteel,0.000001000
kilometric_ton,t,sfsteel,1000.000000000
kilometric_ton,kg,sfsteel,1000000.000000000
t,kg,hvcs,1000.000000000
t,kilometric_ton,hvcs,0.001000000
kg,t,hvcs,0.001000000
kg,kilometric_ton,hvcs,0.000001000
kilometric_ton,t,hvcs,1000.000000000
kilometric_ton,kg,hvcs,1000000.000000000
t,kg,urea,1000.000000000
t,kilometric_ton,urea,0.001000000
t,m³,urea,0.746268657
t,m³;norm,urea,0.746268657
t,m³;standard,urea,0.746268657
kg,t,urea,0.001000000
kg,kilometric_ton,urea,0.000001000
kg,m³,urea,0.000746269
kg,m³;norm,urea,0.000746269
kg,m³;standard,urea,0.000746269
kilometric_ton,t,urea,1000.000000000
kilometric_ton,kg,urea,1000000.000000000
kilometric_ton,m³,urea,746.268656716
kilometric_ton,m³;norm,urea,746.268656716
kilometric_ton,m³;standard,urea,746.268656716
m³,t,urea,1.340000000
m³,kg,urea,1340.000000000
m³,kilometric_ton,urea,0.001340000
m³,m³;norm,urea,1.000000000
m³,m³;standard,urea,1.000000000
m³;norm,t,urea,1.340000000
m³;norm,kg,urea,1340.000000000
m³;norm,kilometric_ton,urea,0.001340000
m³;norm,m³,urea,1.000000000
m³;norm,m³;standard,urea,1.000000000
m³;standard,t,urea,1.340000000
m³;standard,kg,urea,1340.000000000
m³;standard,kilometric_ton,urea,0.001340000
m³;standard,m³,urea,1.000000000
m³;standard,m³;norm,urea,1.000000000
t,kg,water,1000.000000000
t,kilometric_ton,water,0.001000000
t,m³,water,1.000000000
t,m³;norm,water,1.000000000
t,m³;standard,water,1.000000000
kg,t,water,0.001000000
kg,kilometric_ton,water,0.000001000
kg,m³,water,0.001000000
kg,m³;norm,water,0.001000000
kg,m³;standard,water,0.001000000
kilometric_ton,t,water,1000.000000000
kilometric_ton,kg,water,1000000.000000000
kilometric_ton,m³,water,1000.000000000
kilometric_ton,m³;norm,water,1000.000000000
kilometric_ton,m³;standard,water,1000.000000000
m³,t,water,1.000000000
m³,kg,water,1000.000000000
m³,kilometric_ton,water,0.001000000
m³,m³;norm,water,1.000000000
m³,m³;standard,water,1.000000000
m³;norm,t,water,1.000000000
m³;norm,kg,water,1000.000000000
m³;norm,kilometric_ton,water,0.001000000
m³;norm,m³,water,1.000000000
m³;norm,m³;standard,water,1.000000000
m³;standard,t,water,1.000000000
m³;standard,kg,water,1000.000000000
m³;standard,kilometric_ton,water,0.001000000
m³;standard,m³,water,1.000000000
m³;standard,m³;norm,water,1.000000000
t,kg,steelscrap,1000.000000000
t,kilometric_ton,steelscrap,0.001000000
kg,t,steelscrap,0.001000000
kg,kilometric_ton,steelscrap,0.000001000
kilometric_ton,t,steelscrap,1000.000000000
kilometric_ton,kg,steelscrap,1000000.000000000
t,kg,oxygen,1000.000000000
t,kilometric_ton,oxygen,0.001000000
t,m³,oxygen,1428.979708488
t,m³;norm,oxygen,1428.979708488
t,m³;standard,oxygen,1428.979708488
kg,t,oxygen,0.001000000
kg,kilometric_ton,oxygen,0.000001000
kg,m³,oxygen,1.428979708
kg,m³;norm,oxygen,1.428979708
kg,m³;standard,oxygen,1.428979708
kilometric_ton,t,oxygen,1000.000000000
kilometric_ton,kg,oxygen,1000000.000000000
kilometric_ton,m³,oxygen,1428979.708488140
kilometric_ton,m³;norm,oxygen,1428979.708488140
kilometric_ton,m³;standard,oxygen,1428979.708488140
m³,t,oxygen,0.000699800
m³,kg,oxygen,0.699800000
m³,kilometric_ton,oxygen,0.000000700
m³,m³;norm,oxygen,1.000000000
m³,m³;standard,oxygen,1.000000000
m³;norm,t,oxygen,0.000699800
m³;norm,kg,oxygen,0.699800000
m³;norm,kilometric_ton,oxygen,0.000000700
m³;norm,m³,oxygen,1.000000000
m³;norm,m³;standard,oxygen,1.000000000
m³;standard,t,oxygen,0.000699800
m³;standard,kg,oxygen,0.699800000
m³;standard,kilometric_ton,oxygen,0.000000700
m³;standard,m³,oxygen,1.000000000
m³;standard,m³;norm,oxygen,1.000000000
t,kg,nitrogen,1000.000000000
t,kilometric_ton,nitrogen,0.001000000
kg,t,nitrogen,0.001000000
kg,kilometric_ton,nitrogen,0.000001000
kilometric_ton,t,nitrogen,1000.000000000
kilometric_ton,kg,nitrogen,1000000.000000000
t,kg,graph_electr,1000.000000000
t,kilometric_ton,graph_electr,0.001000000
kg,t,graph_electr,0.001000000
kg,kilometric_ton,graph_electr,0.000001000
kilometric_ton,t,graph_electr,1000.000000000
kilometric_ton,kg,graph_electr,1000000.000000000
GJ,GJ;LHV,steam,1.000000000
GJ,GJ;HHV,steam,1.000000000
GJ,MWh,steam,0.277777778
GJ,MWh;LHV,steam,0.277777778
GJ,MWh;HHV,steam,0.277777778
GJ,kWh,steam,277.777777778
GJ,kWh;LHV,steam,277.777777778
GJ,kWh;HHV,steam,277.777777778
GJ,MJ,steam,1000.000000000
GJ,MJ;LHV,steam,1000.000000000
GJ,MJ;HHV,steam,1000.000000000
GJ,GWh,steam,0.000277778
GJ,GWh;LHV,steam,0.000277778
GJ,GWh;HHV,steam,0.000277778
GJ;LHV,GJ,steam,1.000000000
GJ;LHV,GJ;HHV,steam,1.000000000
GJ;LHV,MWh,steam,0.277777778
GJ;LHV,MWh;LHV,steam,0.277777778
GJ;LHV,MWh;HHV,steam,0.277777778
GJ;LHV,kWh,steam,277.777777778
GJ;LHV,kWh;LHV,steam,277.777777778
GJ;LHV,kWh;HHV,steam,277.777777778
GJ;LHV,MJ,steam,1000.000000000
GJ;LHV,MJ;LHV,steam,1000.000000000
GJ;LHV,MJ;HHV,steam,1000.000000000
GJ;LHV,GWh,steam,0.000277778
GJ;LHV,GWh;LHV,steam,0.000277778
GJ;LHV,GWh;HHV,steam,0.000277778
GJ;HHV,GJ,steam,1.000000000
GJ;HHV,GJ;LHV,steam,1.000000000
GJ;HHV,MWh,steam,0.277777778
GJ;HHV,MWh;LHV,steam,0.277777778
GJ;HHV,MWh;HHV,steam,0.277777778
GJ;HHV,kWh,steam,277.777777778
GJ;HHV,kWh;LHV,steam,277.777777778
GJ;HHV,kWh;HHV,steam,277.777777778
GJ;HHV,MJ,steam,1000.000000000
GJ;HHV,MJ;LHV,steam,1000.000000000
GJ;HHV,MJ;HHV,steam,1000.000000000
GJ;HHV,GWh,steam,0.000277778
GJ;HHV,GWh;LHV,steam,0.000277778
GJ;HHV,GWh;HHV,steam,0.000277778
MWh,GJ,steam,3.600000000
MWh,GJ;LHV,steam,3.600000000
MWh,GJ;HHV,steam,3.600000000
MWh,MWh;LHV,steam,1.000000000
MWh,MWh;HHV,steam,1.000000000
MWh,kWh,steam,1000.000000000
MWh,kWh;LHV,steam,1000.000000000
MWh,kWh;HHV,steam,1000.000000000
MWh,MJ,steam,3600.000000000
MWh,MJ;LHV,steam,3600.000000000
MWh,MJ;HHV,steam,3600.000000000
MWh,GWh,steam,0.001000000
MWh,GWh;LHV,steam,0.001000000
MWh,GWh;HHV,steam,0.001000000
MWh;LHV,GJ,steam,3.600000000
MWh;LHV,GJ;LHV,steam,3.600000000
MWh;LHV,GJ;HHV,steam,3.600000000
MWh;LHV,MWh,steam,1.000000000
MWh;LHV,MWh;HHV,steam,1.000000000
MWh;LHV,kWh,steam,1000.000000000
MWh;LHV,kWh;LHV,steam,1000.000000000
MWh;LHV,kWh;HHV,steam,1000.000000000
MWh;LHV,MJ,steam,3600.000000000
MWh;LHV,MJ;LHV,steam,3600.000000000
MWh;LHV,MJ;HHV,steam,3600.000000000
MWh;LHV,GWh,steam,0.001000000
MWh;LHV,GWh;LHV,steam,0.001000000
MWh;LHV,GWh;HHV,steam,0.001000000
MWh;HHV,GJ,steam,3.600000000
MWh;HHV,GJ;LHV,steam,3.600000000
MWh;HHV,GJ;HHV,steam,3.600000000
MWh;HHV,MWh,steam,1.000000000
MWh;HHV,MWh;LHV,steam,1.000000000
MWh;HHV,kWh,steam,1000.000000000
MWh;HHV,kWh;LHV,steam,1000.000000000
MWh;HHV,kWh;HHV,steam,1000.000000000
MWh;HHV,MJ,steam,3600.000000000
MWh;HHV,MJ;LHV,steam,3600.000000000
MWh;HHV,MJ;HHV,steam,3600.000000000
MWh;HHV,GWh,steam,0.001000000
MWh;HHV,GWh;LHV,steam,0.001000000
MWh;HHV,GWh;HHV,steam,0.001000000
kWh,GJ,steam,0.003600000
kWh,GJ;LHV,steam,0.003600000
kWh,GJ;HHV,steam,0.003600000
kWh,MWh,steam,0.001000000
kWh,MWh;LHV,steam,0.001000000
kWh,MWh;HHV,steam,0.001000000
kWh,kWh;LHV,steam,1.000000000
kWh,kWh;HHV,steam,1.000000000
kWh,MJ,steam,3.600000000
kWh,MJ;LHV,steam,3.600000000
kWh,MJ;HHV,steam,3.600000000
kWh,GWh,steam,0.000001000
kWh,GWh;LHV,steam,0.000001000
kWh,GWh;HHV,steam,0.000001000
kWh;LHV,GJ,steam,0.003600000
kWh;LHV,GJ;LHV,steam,0.003600000
kWh;LHV,GJ;HHV,steam,0.003600000
kWh;LHV,MWh,steam,0.001000000
kWh;LHV,MWh;LHV,steam,0.001000000
kWh;LHV,MWh;HHV,steam,0.001000000
kWh;LHV,kWh,steam,1.000000000
kWh;LHV,kWh;HHV,steam,1.000000000
kWh;LHV,MJ,steam,3.600000000
kWh;LHV,MJ;LHV,steam,3.600000000
kWh;LHV,MJ;HHV,steam,3.600000000
kWh;LHV,GWh,steam,0.000001000
kWh;LHV,GWh;LHV,steam,0.000001000
kWh;LHV,GWh;HHV,steam,0.000001000
kWh;HHV,GJ,steam,0.003600000
kWh;HHV,GJ;LHV,steam,0.003600000
kWh;HHV,GJ;HHV,steam,0.003600000
kWh;HHV,MWh,steam,0.001000000
kWh;HHV,MWh;LHV,steam,0.001000000
kWh;HHV,MWh;HHV,steam,0.001000000
kWh;HHV,kWh,steam,1.000000000
kWh;HHV,kWh;LHV,steam,1.000000000
kWh;HHV,MJ,steam,3.600000000
kWh;HHV,MJ;LHV,steam,3.600000000
kWh;HHV,MJ;HHV,steam,3.600000000
